Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	Amplitude - Plot 1		
439	-97.4177	439	-100.659		
440	-99.9898	440	-102.373		
441	-101.019	441	-104.945		
442	-104.105	442	-106.489		
443	-105.991	443	-108.375		
444	-107.706	444	-110.947		
445	-109.421	445	-112.662		
446	-111.993	446	-115.234		
447	-113.707	447	-117.806		
448	-116.279	448	-119.52		
449	-117.994	449	-120.378		
450	-120.566	450	-123.807		
451	-122.281	451	-124.665		
452	-123.138	452	-125.522		
453	-127.425	453	-129.809		
454	-129.14	454	-131.523		
455	-129.826	455	-132.209		
456	-133.426	456	-134.953		
457	-134.284	457	-136.667		
458	-136.856	458	-138.382		
459	-138.571	459	-140.097		
460	-140.285	460	-142.669		
461	-142	461	-144.384		
462	-144.572	462	-146.098		
463	-147.144	463	-149.528		
464	-148.859	464	-151.242		
465	-151.431	465	-152.957		
466	-154.86	466	-156.387		
467	-156.575	467	-158.101		
468	-159.147	468	-159.816		
469	-161.719	469	-161.531		
470	-164.291	470	-163.245		
471	-166.006	471	-164.96		
472	-166.863	472	-166.675		
473	-171.15	473	-169.247		
474	-172.865	474	-171.819		
475	-174.579	475	-172.676		
476	-178.894	476	-175.248		
477	-181.466	477	-176.963		
478	-183.867	478	-182.307		
479	-184.896	479	-183.679		
480	-187.639	480	-186.422		
481	-190.04	481	-188.137		
482	-192.612	482	-189.851		
483	-194.498	483	-192.424		
484	-197.756	484	-195.853		
485	-199.471	485	-196.71		
486	-202.043	486	-199.282		
487	-203.758	487	-200.14		
488	-205.472	488	-201.854		
489	-207.187	489	-203.569		
490	-209.759	490	-206.141		
491	-212.331	491	-208.713		
492	-214.046	492	-210.428		
493	-216.618	493	-213		
494	-218.161	494	-214.886		
495	-220.905	495	-216.429		
496	-222.619	496	-219.001		
497	-225.191	497	-222.431		
498	-227.763	498	-224.146		
499	-228.621	499	-225.86		
500	-231.193	500	-227.575		
501	-233.765	501	-229.29		
502	-235.48	502	-231.862		
503	-236.337	503	-232.548		
504	-239.766	504	-236.148		
505	-241.481	505	-237.863		
506	-244.053	506	-239.578		
507	-244.91	507	-241.293		
508	-247.482	508	-243.865		
509	-249.197	509	-246.437		
510	-250.912	510	-247.294		
511	-255.199	511	-251.581		
512	-256.913	512	-254.153		
513	-258.628	513	-255.868		
514	-261.2	514	-258.44		
515	-262.057	515	-260.154		
516	-267.202	516	-264.441		
517	-270.631	517	-267.013		
518	-272.346	518	-268.728		
519	-274.06	519	-271.3		
520	-274.232	520	-271.3		
521	-277.49	521	-274.729		
522	-280.062	522	-276.444		
523	-281.777	523	-278.159		
524	-284.349	524	-282.445		
525	-286.749	525	-283.303		
526	-287.778	526	-285.017		
527	-290.35	527	-287.59		
528	-292.922	528	-290.162		
529	-294.637	529	-291.876		
530	-295.494	530	-293.591		
531	-298.924	531	-296.163		
532	-299.781	532	-297.878		
533	-302.524	533	-300.45		
534	-304.068	534	-302.165		
535	-305.782	535	-303.879		
536	-307.497	536	-305.594		
537	-309.212	537	-307.309		
538	-310.926	538	-309.023		
539	-313.499	539	-311.595		
540	-315.213	540	-313.31		
541	-317.785	541	-315.882		
542	-319.5	542	-317.597		
543	-322.072	543	-319.312		
544	-322.929	544	-321.026		
545	-325.501	545	-322.741		
546	-328.073	546	-325.313		
547	-328.931	547	-327.028		
548	-330.646	548	-328.742		
549	-333.389	549	-330.457		
550	-335.79	550	-332.172		
551	-337.504	551	-333.887		
552	-339.905	552	-335.601		
553	-341.791	553	-338.173		
554	-343.506	554	-339.888		
555	-344.363	555	-340.745		
556	-348.65	556	-343.317		
557	-350.365	557	-345.032		
558	-352.079	558	-346.747		
559	-356.394	559	-349.319		
560	-359.824	560	-351.034		
561	-361.538	561	-352.748		
562	-363.253	562	-354.463		
563	-365.825	563	-360.493		
564	-367.54	564	-362.207		
565	-369.255	565	-363.922		
566	-370.969	566	-364.779		
567	-373.541	567	-367.18		
568	-375.256	568	-369.924		
569	-377.828	569	-370.781		
570	-379.028	570	-372.496		
571	-381.258	571	-374.21		
572	-382.972	572	-376.782		
573	-384.687	573	-378.497		
574	-387.259	574	-380.212		
575	-388.974	575	-381.926		
576	-390.688	576	-384.499		
577	-393.26	577	-385.356		
578	-395.833	578	-387.928		
579	-397.547	579	-390.5		
580	-399.262	580	-392.215		
581	-400.977	581	-394.787		
582	-403.549	582	-396.501		
583	-405.263	583	-398.216		
584	-406.292	584	-399.931		
585	-409.55	585	-402.503		
586	-411.265	586	-404.218		
587	-412.98	587	-405.932		
588	-414.866	588	-408.333		
589	-417.266	589	-411.076		
590	-419.838	590	-413.648		
591	-421.553	591	-415.363		
592	-424.125	592	-417.078		
593	-426.697	593	-419.65		
594	-428.412	594	-421.365		
595	-430.127	595	-423.937		
596	-431.841	596	-425.651		
597	-433.556	597	-427.366		
598	-435.271	598	-428.909		
599	-437.843	599	-431.653		
600	-439.557	600	-434.225		
601	-441.272	601	-436.797		
602	-443.844	602	-438.512		
603	-446.416	603	-440.226		
604	-448.131	604	-441.941		
605	-448.988	605	-444.513		
606	-452.418	606	-447.085		
607	-454.132	607	-449.657		
608	-455.847	608	-451.372		
609	-457.562	609	-452.915		
610	-460.134	610	-455.659		
611	-462.706	611	-458.059		
612	-463.563	612	-459.945		
613	-466.135	613	-462.517		
614	-467.85	614	-464.232		
615	-470.422	615	-467.662		
616	-472.137	616	-469.376		
617	-474.709	617	-471.091		
618	-476.424	618	-472.806		
619	-478.138	619	-475.378		
620	-480.71	620	-477.092		
621	-483.282	621	-478.807		
622	-484.997	622	-480.522		
623	-485.683	623	-482.922		
624	-488.426	624	-484.98		
625	-490.141	625	-486.523		
626	-491.856	626	-489.095		
627	-494.599	627	-490.639		
628	-497	628	-492.525		
629	-498.715	629	-494.239		
630	-499.572	630	-495.097		
631	-502.144	631	-499.384		
632	-503.859	632	-501.098		
633	-507.288	633	-502.813		
634	-508.146	634	-503.67		
635	-510.718	635	-506.242		
636	-512.432	636	-507.957		
637	-514.147	637	-509.672		
638	-516.719	638	-511.387		
639	-518.434	639	-513.101		
640	-520.148	640	-515.673		
641	-521.863	641	-516.531		
642	-525.464	642	-519.103		
643	-527.007	643	-520.817		
644	-529.579	644	-522.532		
645	-529.579	645	-524.247		
646	-536.466	646	-526.819		
647	-538.181	647	-529.391		
648	-540.753	648	-531.106		
649	-542.468	649	-537.135		
650	-544.183	650	-538.85		
651	-546.755	651	-540.565		
652	-549.327	652	-543.137		
653	-551.041	653	-543.994		
654	-552.756	654	-545.709		
655	-554.471	655	-547.424		
656	-557.043	656	-549.996		
657	-558.758	657	-551.71		
658	-561.33	658	-553.425		
659	-562.358	659	-555.14		
660	-564.759	660	-556.854		
661	-567.331	661	-560.284		
662	-569.046	662	-561.998		
663	-570.76	663	-563.713		
664	-572.475	664	-565.428		
665	-574.19	665	-567.143		
666	-576.076	666	-569.715		
667	-577.619	667	-571.429		
668	-580.191	668	-573.144		
669	-581.049	669	-575.545		
670	-583.792	670	-577.602		
671	-586.193	671	-580.003		
672	-588.765	672	-582.575		
673	-590.48	673	-584.29		
674	-592.537	674	-585.833		
675	-594.766	675	-588.576		
676	-596.481	676	-589.434		
677	-598.196	677	-592.006		
678	-600.768	678	-593.72		
679	-602.482	679	-596.293		
680	-604.197	680	-598.007		
681	-606.083	681	-599.208		
682	-608.484	682	-602.294		
683	-610.199	683	-604.009		
684	-612.085	684	-606.581		
685	-612.771	685	-607.438		
686	-616.2	686	-610.868		
687	-618.772	687	-613.611		
688	-620.487	688	-615.154		
689	-623.059	689	-616.869		
690	-625.631	690	-619.441		
691	-627.346	691	-622.013		
692	-629.06	692	-623.728		
693	-631.632	693	-625.442		
694	-633.347	694	-628.015		
695	-634.204	695	-628.872		
696	-636.776	696	-631.444		
697	-639.349	697	-634.016		
698	-641.063	698	-635.731		
699	-641.921	699	-637.445		
700	-645.35	700	-640.017		
701	-647.065	701	-642.59		
702	-648.779	702	-644.304		
703	-651.18	703	-646.019		
704	-653.066	704	-648.591		
705	-655.638	705	-651.163		
706	-657.353	706	-652.878		
707	-659.068	707	-654.592		
708	-660.782	708	-656.307		
709	-662.497	709	-658.879		
710	-664.212	710	-660.594		
711	-666.784	711	-662.309		
712	-669.356	712	-664.023		
713	-671.071	713	-666.595		
714	-671.928	714	-667.453		
715	-675.357	715	-670.025		
716	-676.215	716	-671.739		
717	-677.929	717	-673.454		
718	-680.501	718	-676.026		
719	-682.216	719	-677.741		
720	-684.788	720	-679.456		
721	-685.646	721	-680.313		
722	-689.075	722	-682.885		
723	-690.618	723	-685.629		
724	-693.362	724	-686.657		
725	-695.076	725	-688.029		
726	-697.648	726	-690.601		
727	-699.363	727	-692.316		
728	-701.935	728	-694.031		
729	-703.65	729	-695.745		
730	-706.222	730	-698.317		
731	-711.394	731	-700.032		
732	-711.394	732	-700.889		
733	-714.824	733	-703.461		
734	-716.538	734	-705.176		
735	-718.253	735	-706.891		
736	-719.11	736	-707.748		
737	-723.397	737	-714.635		
738	-724.255	738	-716.35		
739	-725.798	739	-718.065		
740	-729.399	740	-720.637		
741	-731.113	741	-722.351		
742	-732.828	742	-724.924		
743	-734.543	743	-725.781		
744	-736.258	744	-728.353		
745	-738.83	745	-730.068		
746	-740.544	746	-730.925		
747	-743.116	747	-733.497		
748	-745.688	748	-736.069		
749	-747.403	749	-737.784		
750	-748.26	750	-739.327		
751	-751.69	751	-741.213		
752	-753.405	752	-743.785		
753	-755.977	753	-746.357		
754	-758.549	754	-748.758		
755	-759.406	755	-750.644		
756	-761.978	756	-752.359		
757	-761.978	757	-753.216		
758	-766.265	758	-756.646		
759	-768.151	759	-758.36		
760	-769.694	760	-760.075		
761	-772.266	761	-763.504		
762	-773.981	762	-766.076		
763	-776.553	763	-767.791		
764	-778.268	764	-769.677		
765	-779.982	765	-771.22		
766	-782.554	766	-773.793		
767	-784.269	767	-774.65		
768	-785.984	768	-777.222		
769	-787.699	769	-779.794		
770	-791.128	770	-781.509		
771	-792.843	771	-784.081		
772	-795.415	772	-786.653		
773	-796.272	773	-788.368		
774	-797.129	774	-789.225		
775	-799.701	775	-791.797		
776	-802.274	776	-794.369		
777	-803.988	777	-796.941		
778	-806.56	778	-798.656		
779	-808.275	779	-801.228		
780	-809.99	780	-803.114		
781	-811.704	781	-805.515		
782	-814.276	782	-808.087		
783	-816.849	783	-810.659		
784	-818.563	784	-813.231		
785	-820.278	785	-814.945		
786	-821.993	786	-816.66		
787	-825.422	787	-819.232		
788	-826.279	788	-820.09		
789	-828.851	789	-822.662		
790	-830.566	790	-825.234		
791	-832.281	791	-826.948		
792	-834.853	792	-829.52		
793	-837.425	793	-831.235		
794	-838.282	794	-833.807		
795	-840.854	795	-835.522		
796	-842.569	796	-837.237		
797	-845.998	797	-839.809		
798	-847.713	798	-841.523		
799	-848.571	799	-842.381		
800	-850.285	800	-845.81		
801	-852.857	801	-847.525		
802	-855.429	802	-849.239		
803	-856.287	803	-850.954		
804	-858.859	804	-853.526		
805	-861.431	805	-855.927		
806	-862.288	806	-856.098		
807	-864.86	807	-858.67		
808	-866.575	808	-861.242		
809	-868.29	809	-862.1		
810	-870.004	810	-864.672		
811	-872.576	811	-867.244		
812	-875.148	812	-868.101		
813	-876.006	813	-869.816		
814	-878.406	814	-871.702		
815	-881.15	815	-874.103		
816	-883.722	816	-875.817		
817	-888.037	817	-877.532		
818	-891.466	818	-880.961		
819	-894.038	819	-882.676		
820	-894.896	820	-884.391		
821	-897.468	821	-886.963		
822	-900.04	822	-891.278		
823	-901.755	823	-893.85		
824	-905.184	824	-897.279		
825	-907.756	825	-898.994		
826	-908.613	826	-899.851		
827	-911.185	827	-902.423		
828	-913.586	828	-904.996		
829	-915.472	829	-905.853		
830	-917.187	830	-907.568		
831	-919.759	831	-909.282		
832	-921.474	832	-912.712		
833	-923.188	833	-914.426		
834	-924.046	834	-914.426		
835	-926.618	835	-917.856		
836	-928.332	836	-919.571		
837	-930.047	837	-921.285		
838	-930.905	838	-922.143		
839	-934.334	839	-925.572		
840	-936.906	840	-927.287		
841	-938.621	841	-930.716		
842	-941.193	842	-932.431		
843	-943.765	843	-934.145		
844	-944.622	844	-935.86		
845	-947.194	845	-938.432		
846	-948.909	846	-941.004		
847	-951.481	847	-941.862		
848	-954.053	848	-945.291		
849	-955.768	849	-947.006		
850	-957.482	850	-949.578		
851	-959.197	851	-951.464		
852	-961.769	852	-954.722		
853	-964.341	853	-956.437		
854	-965.199	854	-956.437		
855	-967.771	855	-960.723		
856	-970.343	856	-962.438		
857	-972.057	857	-964.153		
858	-972.057	858	-964.153		
859	-976.344	859	-969.297		
860	-978.059	860	-971.869		
861	-979.774	861	-973.584		
862	-981.488	862	-974.441		
