Time - Plot 0	Amplitude - Plot 0	Time - Plot 1	Amplitude - Plot 1		
844	1048.17	844	-1001.02		
845	1052.46	845	-1004.45		
846	1058.46	846	-1008.74		
847	1062.75	847	-1014.74		
848	1072.21	848	-1019.02		
849	1076.49	849	-1022.45		
850	1080.09	850	-1026.91		
851	1086.1	851	-1031.88		
852	1089.35	852	-1035.31		
853	1094.67	853	-1040.29		
854	1097.24	854	-1043.2		
855	1102.21	855	-1048.17		
856	1105.64	856	-1051.6		
857	1109.07	857	-1054.17		
858	1115.93	858	-1061.03		
859	1120.22	859	-1065.32		
860	1124.51	860	-1068.78		
861	1128.62	861	-1072.89		
862	1133.94	862	-1077.35		
863	1138.22	863	-1080.95		
864	1143.37	864	-1085.92		
865	1146.63	865	-1089.18		
866	1151.26	866	-1093.64		
867	1155.37	867	-1097.93		
868	1158.97	868	-1102.21		
869	1164.8	869	-1107.7		
870	1169.09	870	-1110.79		
871	1174.06	871	-1115.93		
872	1175.95	872	-1118.5		
873	1182.81	873	-1124.51		
874	1187.09	874	-1128.79		
875	1190.52	875	-1133.25		
876	1196.35	876	-1137.19		
877	1199.95	877	-1142.51		
878	1204.41	878	-1146.63		
879	1208.53	879	-1151.08		
880	1212.98	880	-1154.68		
881	1217.96	881	-1160.51		
882	1223.1	882	-1164.8		
883	1227.56	883	-1169.09		
884	1232.53	884	-1174.4		
885	1236.82	885	-1177.66		
886	1241.11	886	-1181.95		
887	1247.99	887	-1185.55		
888	1253.99	888	-1190.52		
889	1258.28	889	-1194.81		
890	1261.54	890	-1198.24		
891	1269.43	891	-1205.1		
892	1273.71	892	-1209.38		
893	1277.83	893	-1213.67		
894	1281.43	894	-1218.13		
895	1286.57	895	-1223.1		
896	1290.86	896	-1226.36		
897	1295.83	897	-1230.82		
898	1305.44	898	-1240.08		
899	1309.72	899	-1242.85		
900	1312.98	900	-1246.28		
901	1318.3	901	-1251.42		
902	1321.72	902	-1255.71		
903	1327.73	903	-1259.14		
904	1331.5	904	-1263.42		
905	1336.3	905	-1268.57		
906	1340.59	906	-1272.86		
907	1343.16	907	-1274.57		
908	1349.16	908	-1281.43		
909	1354.99	909	-1286.74		
910	1358.59	910	-1290		
911	1363.74	911	-1295.49		
912	1368.71	912	-1300.29		
913	1372.31	913	-1304.58		
914	1376.6	914	-1308.86		
915	1382.6	915	-1313.84		
916	1386.88	916	-1318.3		
917	1391.17	917	-1323.44		
918	1392.71	918	-1325.15		
919	1400.6	919	-1332.87		
920	1404.03	920	-1336.3		
921	1405.92	921	-1337.84		
922	1414.32	922	-1344.87		
923	1419.29	923	-1351.22		
924	1427.21	924	-1354.3		
925	1434.07	925	-1360.13		
926	1439.21	926	-1365.45		
927	1443.5	927	-1370.59		
928	1446.93	928	-1374.19		
929	1452.07	929	-1378.31		
930	1456.36	930	-1382.6		
931	1459.79	931	-1386.03		
932	1466.65	932	-1392.03		
933	1470.93	933	-1396.31		
934	1476.08	934	-1400.6		
935	1478.82	935	-1403.17		
936	1478.48	936	-1404.2		
937	1489.79	937	-1414.32		
938	1494.08	938	-1418.61		
939	1501.8	939	-1425.49		
940	1506.08	940	-1429.78		
941	1510.37	941	-1433.21		
942	1514.66	942	-1437.5		
943	1520.66	943	-1442.64		
944	1524.95	944	-1447.61		
945	1528.37	945	-1451.21		
946	1532.66	946	-1454.81		
947	1540.38	947	-1462.36		
948	1542.95	948	-1464.93		
949	1549.81	949	-1470.93		
950	1551.52	950	-1473.33		
951	1558.38	951	-1479.33		
952	1561.64	952	-1483.96		
953	1567.81	953	-1488.94		
954	1572.1	954	-1493.22		
955	1574.84	955	-1497.68		
956	1580.67	956	-1503.51		
957	1585.82	957	-1506.94		
958	1591.82	958	-1512.77		
959	1597.82	959	-1518.94		
960	1605.56	960	-1523.23		
961	1609.85	961	-1526.49		
962	1615.85	962	-1532.66		
963	1620.14	963	-1536.95		
964	1623.57	964	-1539.52		
965	1626.83	965	-1543.81		
966	1629.74	966	-1546.38		
967	1635.57	967	-1549.64		
968	1646.72	968	-1561.98		
969	1652.72	969	-1567.81		
970	1657.86	970	-1572.96		
971	1662.15	971	-1577.42		
972	1666.61	972	-1581.53		
973	1670.72	973	-1585.82		
974	1675.87	974	-1590.96		
975	1681.01	975	-1595.25		
976	1687.18	976	-1600.42		
977	1691.64	977	-1605.05		
978	1693.01	978	-1605.56		
979	1703.3	979	-1615.17		
980	1707.42	980	-1619.28		
981	1710.85	981	-1623.57		
982	1718.73	982	-1631.11		
983	1723.88	983	-1634.71		
984	1726.45	984	-1638.14		
985	1732.11	985	-1645.17		
986	1737.6	986	-1649.29		
987	1741.03	987	-1652.72		
988	1747.03	988	-1658.72		
989	1751.31	989	-1662.32		
990	1756.46	990	-1668.15		
